DIA	MES	ANIO	T_MED_A	T_MAX_A	T_MIN_A	HR_MED	PRECIP	TANQUEA	VIENTO	HELIOF	PENMAN
2	4	2005	14.9	17.5	8.9	77.0	4.6	3.8	187.4	6.4	2.0
3	4	2005	12.9	18.5	8.0	69.0	0.0	6.2	224.1	10.8	3.0
4	4	2005	15.0	23.0	8.2	63.0	0.0	6.5	142.1	11.0	3.0
5	4	2005	16.7	24.1	9.7	62.0	0.0	6.0	184.2	10.7	3.4
6	4	2005	20.7	26.3	15.9	73.0	0.0	3.1	146.9	10.7	3.3
7	4	2005	20.0	24.5	12.2	76.0	55.0	2.4	297.2	7.3	3.4
8	4	2005	14.5	21.2	7.8	55.0	18.0	3.3	92.8	10.7	2.7
9	4	2005	16.0	21.8	11.4	75.0	0.0	2.4	108.1	4.5	2.1
10	4	2005	19.0	23.7	15.2	93.0	0.2	1.6	47.5	0.3	1.2
11	4	2005	18.6	21.7	13.2	93.0	1.7	2.9	145.6	3.9	1.6
12	4	2005	14.7	17.7	11.5	74.0	0.0	4.8	188.4	8.3	2.4
13	4	2005	13.7	18.8	7.7	80.0	0.0	1.5	205.9	6.2	2.1
14	4	2005	16.3	17.7	14.7	98.0	25.0	1.3	289.2	0.0	1.0
15	4	2005	16.8	20.0	14.0	85.0	10.5	3.3	164.7	8.3	2.1
16	4	2005	17.5	24.8	12.0	75.0	0.0	4.2	140.9	9.9	1.3
17	4	2005	17.4	24.3	12.5	76.0	0.0	6.4	179.9	10.5	1.4
18	4	2005	19.2	25.3	12.8	77.0	0.0	4.7	180.8	10.3	2.7
19	4	2005	20.0	26.0	16.4	82.0	0.0	5.6	237.0	7.8	2.6
20	4	2005	13.9	17.3	9.5	72.0	0.0	5.4	138.8	9.7	2.1
21	4	2005	13.3	21.7	7.9	78.0	0.0	4.0	127.4	10.1	1.8
22	4	2005	16.4	23.6	10.5	75.0	0.0	4.0	180.2	8.4	2.3
23	4	2005	17.8	25.0	10.8	77.0	0.0	3.7	240.6	7.7	2.5
24	4	2005	12.3	17.4	8.1	73.0	1.9	3.7	344.7	0.5	2.5
25	4	2005	9.9	13.5	6.2	69.0	4.8	3.6	113.9	8.7	1.6
26	4	2005	10.0	15.5	5.5	73.0	0.0	3.0	92.2	7.7	1.5
27	4	2005	11.1	17.9	5.7	74.0	0.0	4.2	83.7	9.5	1.5
28	4	2005	12.4	18.5	7.7	74.0	0.0	2.9	89.8	8.4	1.5
29	4	2005	13.8	19.7	8.7	73.0	0.0	4.0	150.8	0.0	1.8
30	4	2005	15.5	22.1	10.7	71.0	0.0	4.4	246.5	9.8	2.5
1	5	2005	17.0	23.5	11.3	71.0	0.0	5.0	207.4	10.1	2.4
2	5	2005	17.2	25.0	11.2	69.0	0.0	4.4	225.5	10.1	2.6
3	5	2005	19.4	25.7	14.0	72.0	0.0	5.5	313.7	10.0	3.1
4	5	2005	20.7	26.8	16.8	79.0	0.0	4.9	261.5	5.8	2.5
5	5	2005	15.1	17.9	13.8	86.0	1.7	1.4	282.9	0.2	1.5
6	5	2005	13.2	15.2	12.2	68.0	6.1	3.9	150.1	0.4	1.9
7	5	2005	10.6	14.0	6.9	74.0	0.0	3.3	142.8	6.6	1.4
8	5	2005	11.8	17.6	6.4	80.0	0.0	2.0	153.7	1.6	1.3
9	5	2005	14.9	20.2	12.6	93.0	1.6	1.3	102.1	4.8	0.9
10	5	2005	15.6	19.6	11.3	93.0	0.0	2.3	162.9	0.2	0.9
11	5	2005	13.2	18.8	8.8	66.0	1.5	2.8	130.7	8.6	1.7
12	5	2005	14.6	18.6	9.0	88.0	0.0	1.8	153.4	2.7	1.1
13	5	2005	15.6	17.2	14.6	98.0	0.0	0.3	189.9	0.0	0.7
14	5	2005	14.2	16.4	12.7	86.0	4.6	0.9	187.6	0.0	1.2
15	5	2005	12.3	14.0	9.5	83.0	1.2	0.5	227.6	0.8	1.4
16	5	2005	11.1	16.1	7.7	80.0	6.6	2.7	105.0	8.6	1.0
17	5	2005	12.0	16.4	9.0	85.0	0.0	2.3	169.9	8.7	1.0
18	5	2005	13.4	15.1	11.2	97.0	1.2	0.0	82.7	0.0	0.6
19	5	2005	13.9	18.1	10.5	82.0	0.7	3.2	91.0	6.7	1.0
20	5	2005	9.2	13.4	4.5	71.0	0.0	2.2	257.5	2.3	1.8
21	5	2005	7.8	11.8	4.8	59.0	0.0	5.0	368.0	8.7	2.1
22	5	2005	9.9	18.3	2.7	69.0	0.0	4.0	328.6	9.5	1.8
23	5	2005	11.4	14.9	7.8	65.0	0.0	3.4	271.5	0.0	2.4
24	5	2005	11.8	18.1	7.2	76.0	0.0	3.9	195.7	9.2	1.2
25	5	2005	8.4	11.2	4.7	81.0	0.0	2.7	131.1	9.0	0.7
26	5	2005	11.3	19.3	4.8	79.0	0.0	2.4	227.8	5.3	1.3
27	5	2005	14.0	20.5	9.5	75.0	0.0	2.1	270.1	6.6	1.7
28	5	2005	17.9	25.5	11.5	76.0	0.0	3.3	375.6	8.6	2.3
29	5	2005	18.2	20.5	12.5	86.0	0.0	1.3	204.0	0.0	1.3
30	5	2005	12.0	16.9	7.5	69.0	37.8	2.9	346.0	9.2	2.0
31	5	2005	12.7	19.0	7.0	91.0	0.0	2.1	358.1	0.9	1.0
1	6	2005	18.6	22.5	14.0	92.0	0.0	0.2	361.7	0.7	1.2
2	6	2005	22.7	26.0	19.7	84.0	0.0	5.9	334.6	7.0	2.1
3	6	2005	13.4	19.4	11.9	89.0	10.8	0.4	265.3	0.0	1.1
4	6	2005	14.5	15.8	12.2	99.0	27.5	0.0	153.3	0.0	0.5
5	6	2005	15.2	17.3	12.8	97.0	0.5	1.2	206.3	2.3	0.6
6	6	2005	17.2	20.3	13.6	97.0	0.0	0.3	272.5	0.0	0.7
7	6	2005	22.0	25.3	19.7	83.0	0.0	4.2	306.7	8.6	2.0
8	6	2005	13.8	20.3	11.1	87.0	11.7	1.5	162.1	0.0	1.0
9	6	2005	12.5	16.0	8.5	88.0	0.4	0.4	253.9	1.3	1.0
10	6	2005	18.8	22.9	13.8	88.0	0.0	3.0	252.8	3.5	1.3
11	6	2005	11.5	13.6	7.1	83.0	6.0	1.3	84.0	3.4	0.8
12	6	2005	11.0	17.2	5.9	73.0	0.2	2.2	242.0	9.0	1.2
13	6	2005	11.7	13.3	9.8	84.0	4.3	0.9	313.1	11.0	0.9
14	6	2005	9.6	12.0	7.8	71.0	0.0	1.6	212.7	7.0	1.2
15	6	2005	11.8	12.8	9.8	94.0	22.5	0.3	198.8	0.0	0.7
16	6	2005	14.5	16.8	12.2	95.0	6.0	0.0	122.2	0.0	0.6
17	6	2005	14.6	16.9	12.5	98.0	1.6	0.8	102.2	0.0	0.5
18	6	2005	11.1	13.3	8.1	84.0	0.0	1.0	166.2	0.2	1.0
19	6	2005	8.6	10.0	6.2	78.0	0.0	1.0	154.2	0.7	1.1
20	6	2005	7.2	9.7	3.7	84.0	0.0	1.5	69.8	7.5	0.3
21	6	2005	6.9	12.4	2.7	80.0	0.0	1.7	122.8	7.6	0.5
22	6	2005	7.6	13.8	3.3	82.0	0.0	1.5	57.5	7.4	0.3
23	6	2005	9.3	14.5	5.9	83.0	0.0	1.4	102.8	5.3	0.6
24	6	2005	10.9	16.0	7.1	83.0	0.0	1.1	132.3	6.6	0.6
25	6	2005	12.1	17.0	7.9	82.0	0.0	2.4	97.6	2.7	0.8
26	6	2005	15.0	21.2	11.6	81.0	0.0	1.2	146.2	8.4	0.9
27	6	2005	16.3	20.2	11.7	91.0	0.3	1.6	242.5	0.0	1.0
28	6	2005	12.3	14.2	10.5	78.0	0.0	2.7	139.6	2.2	1.1
29	6	2005	14.0	18.4	9.9	86.0	0.0	1.2	144.6	0.7	1.0
30	6	2005	13.4	15.2	12.2	89.0	0.0	0.4	124.7	0.0	0.8
1	7	2005	17.4	20.0	14.2	96.0	1.0	1.3	132.8	0.0	0.6
2	7	2005	20.8	25.4	15.2	89.0	17.5	4.1	244.4	4.3	1.3
3	7	2005	12.8	15.4	9.3	91.0	0.3	1.8	115.1	8.3	0.5
4	7	2005	9.9	11.5	7.7	72.0	0.0	2.9	137.1	2.2	1.2
5	7	2005	7.8	10.9	4.5	66.0	0.0	2.1	300.1	4.5	1.8
6	7	2005	6.8	9.6	4.5	77.0	0.0	1.3	125.3	6.5	0.7
7	7	2005	8.6	14.1	4.0	79.0	0.0	2.4	350.0	8.2	1.2
8	7	2005	11.7	17.7	7.8	73.0	0.0	3.3	258.9	6.5	1.5
9	7	2005	12.3	18.2	8.7	76.0	0.0	1.7	152.1	8.4	1.0
10	7	2005	12.9	18.8	9.0	80.0	0.0	1.3	122.4	3.2	1.0
11	7	2005	12.7	15.9	9.0	85.0	0.0	1.6	164.7	8.4	0.8
12	7	2005	13.6	19.0	8.6	85.0	0.0	2.5	293.4	1.4	1.3
13	7	2005	16.4	21.5	12.0	84.0	0.0	1.4	254.4	3.1	1.4
14	7	2005	16.6	19.3	13.8	87.0	0.0	1.4	196.1	0.0	1.2
15	7	2005	11.1	14.0	7.9	97.0	9.9	1.0	308.6	0.0	0.6
16	7	2005	7.6	9.1	4.2	93.0	25.0	1.8	150.8	0.0	0.6
17	7	2005	7.2	10.5	2.0	82.0	0.0	1.4	361.1	7.8	1.0
18	7	2005	6.9	9.7	4.7	76.0	0.0	1.3	192.9	7.9	0.9
19	7	2005	6.4	11.8	2.1	75.0	0.0	2.9	218.3	9.1	0.9
20	7	2005	6.9	12.1	1.7	80.0	0.0	1.0	280.0	3.3	1.2
21	7	2005	7.3	9.9	3.4	88.0	0.0	1.2	119.0	0.7	0.7
22	7	2005	8.8	9.9	7.3	91.0	0.9	1.5	377.1	0.0	1.0
23	7	2005	6.2	6.9	5.6	94.0	0.3	1.0	363.8	0.0	0.7
24	7	2005	7.3	8.6	6.2	95.0	1.3	0.7	130.2	0.0	0.5
25	7	2005	9.7	12.8	5.7	90.0	0.6	0.8	274.5	0.5	0.9
26	7	2005	9.1	11.6	5.6	86.0	0.0	1.0	132.0	0.8	0.9
27	7	2005	9.6	15.3	4.6	84.0	0.0	1.9	229.9	5.5	1.0
28	7	2005	11.8	17.8	7.7	82.0	0.0	1.8	160.8	8.6	1.0
29	7	2005	15.5	21.9	8.3	79.0	0.0	1.7	348.8	4.9	2.0
30	7	2005	21.2	26.0	16.3	77.0	0.0	2.7	176.8	3.9	2.0
31	7	2005	13.6	16.6	12.1	97.0	0.0	1.5	213.2	0.0	0.7
1	8	2005	16.8	22.0	11.7	86.0	0.0	0.8	259.2	3.4	1.5
2	8	2005	16.4	22.5	11.5	90.0	0.0	3.2	251.0	1.5	1.2
3	8	2005	17.9	26.3	11.8	82.0	0.0	3.1	233.9	7.6	1.8
4	8	2005	15.6	19.4	12.2	80.0	0.0	3.2	295.1	0.2	1.9
5	8	2005	12.5	22.4	7.1	84.0	0.0	1.6	445.0	0.6	1.8
6	8	2005	8.6	14.0	3.8	67.0	0.5	3.2	183.1	9.2	1.5
7	8	2005	7.0	10.0	2.5	66.0	0.0	3.2	214.8	9.5	1.5
8	8	2005	8.0	11.3	5.2	90.0	0.0	1.6	147.0	7.7	0.7
9	8	2005	9.3	15.8	3.3	78.0	0.0	3.1	196.4	7.2	1.3
10	8	2005	11.0	16.2	5.1	71.0	0.0	3.1	191.6	8.3	1.7
11	8	2005	12.2	17.8	7.7	69.0	0.0	3.2	161.6	8.4	1.7
12	8	2005	12.5	19.3	5.7	71.0	0.0	3.7	206.2	9.9	1.9
13	8	2005	13.8	19.9	8.9	77.0	0.0	2.6	135.9	6.5	1.5
14	8	2005	14.3	22.5	9.4	79.0	0.0	3.8	213.7	6.0	1.8
15	8	2005	9.0	11.2	6.8	81.0	0.0	2.4	326.2	4.8	1.6
16	8	2005	13.7	21.0	7.9	86.0	2.4	2.1	282.9	1.2	1.5
17	8	2005	10.9	13.7	7.7	87.0	35.1	2.2	114.0	4.3	1.1
18	8	2005	11.0	17.5	6.6	80.0	0.0	2.4	123.9	7.4	1.3
19	8	2005	10.7	18.4	5.4	89.0	0.0	2.5	171.4	8.8	1.2
20	8	2005	13.5	19.8	7.3	83.0	0.0	5.7	408.2	7.4	2.1
21	8	2005	16.6	19.6	14.5	86.0	9.2	3.3	226.5	2.3	1.6
22	8	2005	16.8	20.2	13.7	85.0	1.6	1.6	214.9	3.7	1.7
23	8	2005	12.4	14.8	7.4	97.0	39.4	4.0	803.2	0.0	1.0
24	8	2005	8.0	9.4	6.1	78.0	31.0	1.0	254.9	0.0	1.6
25	8	2005	9.9	16.0	4.5	80.0	0.0	2.8	166.5	8.7	1.5
26	8	2005	10.4	14.7	6.3	79.0	0.0	0.7	237.3	0.2	1.7
27	8	2005	12.6	18.7	8.8	75.0	0.0	1.7	192.1	2.3	1.9
28	8	2005	10.8	12.7	9.0	74.0	0.0	2.7	103.5	0.0	1.5
29	8	2005	9.4	11.0	6.2	75.0	0.0	1.4	188.0	1.4	1.7
30	8	2005	8.3	11.7	6.0	71.0	0.3	2.9	230.1	10.4	2.0
31	8	2005	7.7	9.7	4.0	72.0	0.0	2.2	216.0	8.7	1.9
1	9	2005	9.0	10.9	8.1	91.0	0.0	1.7	259.1	5.3	1.3
2	9	2005	9.7	13.0	7.2	89.0	2.8	3.1	139.0	0.0	1.1
3	9	2005	9.4	13.6	4.4	87.0	0.0	1.1	121.2	7.4	1.4
4	9	2005	9.2	13.3	5.0	88.0	0.0	2.8	78.8	5.7	1.2
5	9	2005	9.1	14.9	4.8	90.0	0.2	1.2	135.8	3.1	1.1
6	9	2005	10.4	16.1	5.7	81.0	0.2	2.0	167.6	11.0	1.9
7	9	2005	14.0	21.7	7.3	70.0	0.0	5.0	250.8	10.2	2.9
8	9	2005	16.0	23.4	9.2	59.0	0.0	4.3	245.8	10.6	3.7
9	9	2005	16.8	23.3	11.7	76.0	0.0	0.5	192.3	5.9	2.5
10	9	2005	11.9	17.0	7.2	74.0	9.8	4.5	754.8	0.0	3.9
11	9	2005	7.3	11.5	3.8	60.0	0.0	3.1	413.5	9.1	3.4
12	9	2005	6.8	10.7	2.5	60.0	0.0	3.1	413.5	10.8	3.4
13	9	2005	7.2	12.0	2.1	66.0	0.0	4.0	137.3	10.8	2.1
14	9	2005	6.9	10.5	4.5	82.0	0.0	0.5	139.4	0.0	1.3
15	9	2005	8.5	12.1	6.5	82.0	5.5	2.1	110.7	1.4	1.4
16	9	2005	9.8	13.1	6.3	75.0	0.0	2.7	110.6	10.5	2.1
17	9	2005	9.6	15.3	3.9	81.0	0.0	4.4	138.8	10.9	2.1
18	9	2005	12.0	17.2	8.5	85.0	0.0	3.2	162.0	6.0	1.9
19	9	2005	14.8	18.5	11.8	85.0	0.2	2.4	223.1	0.6	1.8
20	9	2005	15.8	19.7	13.1	86.0	0.0	3.3	199.8	0.5	1.8
21	9	2005	16.4	22.1	13.3	81.0	0.0	4.4	238.7	6.3	2.7
22	9	2005	17.3	22.0	14.0	86.0	0.0	3.4	139.7	8.2	2.6
23	9	2005	18.8	26.2	15.1	88.0	0.0	1.1	293.2	5.6	2.6
24	9	2005	16.2	20.3	13.8	80.0	47.0	3.8	139.6	6.0	2.5
25	9	2005	12.8	16.3	7.4	62.0	0.0	5.0	150.8	11.3	3.2
26	9	2005	11.3	17.7	6.2	70.0	0.0	4.8	131.1	11.2	2.7
27	9	2005	13.1	19.3	6.5	62.0	0.0	5.2	294.5	11.6	4.1
28	9	2005	16.8	24.3	10.3	66.0	0.0	7.9	341.3	11.0	4.6
29	9	2005	16.4	21.2	13.5	83.0	0.0	3.8	402.7	4.7	3.0
30	9	2005	12.7	17.7	7.2	66.0	12.0	6.6	322.1	11.6	4.0
1	10	2005	14.3	20.5	6.8	59.0	0.0	5.5	178.2	11.0	3.8
2	10	2005	17.9	24.5	9.2	56.0	0.0	6.6	253.0	10.1	4.8
3	10	2005	17.4	23.5	12.8	85.0	0.4	4.7	285.7	6.4	3.0
4	10	2005	10.2	12.0	5.6	81.0	0.0	1.8	168.6	0.0	1.7
5	10	2005	11.5	18.5	4.1	64.0	0.0	6.2	259.3	10.9	3.7
6	10	2005	10.6	17.0	4.5	67.0	0.0	4.0	142.3	8.9	2.9
7	10	2005	12.1	21.2	6.7	77.0	0.0	4.0	112.0	10.6	2.8
8	10	2005	12.7	19.3	5.5	81.0	0.0	3.5	147.9	11.3	2.9
9	10	2005	15.1	22.7	8.7	78.0	0.0	6.3	184.8	10.7	3.4
10	10	2005	16.8	23.7	11.0	77.0	0.0	4.3	212.1	11.6	3.9
11	10	2005	18.8	26.0	12.3	69.0	0.0	7.7	256.3	11.6	4.7
12	10	2005	18.1	23.5	13.6	70.0	0.0	6.2	152.7	10.8	4.0
13	10	2005	15.9	20.3	11.3	66.0	0.0	3.1	121.9	3.1	2.9
14	10	2005	15.2	18.4	9.4	51.0	0.0	6.3	192.0	11.4	4.6
15	10	2005	13.9	19.7	6.5	52.0	0.0	4.6	167.1	11.1	4.2
16	10	2005	13.4	19.9	7.8	68.0	0.0	6.7	202.8	9.9	3.7
17	10	2005	14.9	20.3	9.1	71.0	0.0	1.6	95.2	10.2	3.4
18	10	2005	19.3	25.9	11.3	56.0	0.0	8.2	235.4	11.5	5.5
19	10	2005	22.3	29.8	13.7	51.0	0.0	10.8	348.3	11.7	7.2
20	10	2005	22.9	30.0	17.0	49.0	0.0	8.2	203.9	12.0	6.2
21	10	2005	22.9	30.0	16.0	61.0	0.0	7.8	151.3	11.7	5.4
22	10	2005	17.4	21.5	11.2	82.0	0.0	3.3	174.3	3.4	2.7
23	10	2005	13.4	17.7	11.1	67.0	3.0	5.1	217.1	5.9	3.5
24	10	2005	10.7	12.4	9.9	87.0	0.0	1.3	254.9	0.0	1.8
25	10	2005	15.1	18.4	12.5	83.0	40.3	2.9	113.1	6.3	2.8
26	10	2005	16.1	20.6	10.7	81.0	0.6	2.7	111.7	8.1	3.2
27	10	2005	16.4	22.3	12.0	78.0	0.0	7.6	150.8	8.0	3.5
28	10	2005	13.6	14.6	12.0	66.0	0.0	3.5	184.2	2.6	3.1
29	10	2005	11.8	16.1	8.2	73.0	0.0	4.0	130.0	3.0	2.5
30	10	2005	11.5	15.7	7.4	63.0	7.0	7.3	161.6	4.4	3.1
31	10	2005	13.1	20.1	5.3	59.0	0.0	6.0	253.6	6.7	4.2
1	11	2005	18.0	25.4	10.1	56.0	0.0	7.7	231.2	8.1	5.1
2	11	2005	20.9	27.7	14.4	55.0	0.0	7.3	255.1	11.1	6.2
3	11	2005	22.1	28.2	15.1	51.0	0.0	8.7	288.3	12.7	7.1
4	11	2005	16.9	19.6	13.3	71.0	9.5	4.0	250.5	2.3	3.5
5	11	2005	16.2	21.0	10.9	55.0	1.4	5.3	169.8	9.4	4.7
6	11	2005	13.9	17.5	9.5	67.0	0.0	8.0	182.8	8.3	3.9
7	11	2005	12.6	18.1	6.5	65.0	0.0	7.0	190.1	11.0	4.2
8	11	2005	14.0	20.7	6.5	64.0	0.0	6.8	208.2	12.0	4.7
9	11	2005	16.8	23.5	9.5	54.0	0.0	9.2	318.5	12.5	6.3
10	11	2005	17.0	23.7	10.1	68.0	0.0	6.6	285.8	11.4	5.3
11	11	2005	18.6	25.8	13.2	72.0	0.0	6.5	186.0	11.5	4.9
12	11	2005	19.9	26.0	14.6	65.0	0.0	9.5	185.7	12.6	5.6
13	11	2005	20.5	27.3	15.4	66.0	0.0	8.0	172.6	10.5	5.2
14	11	2005	22.2	28.7	16.0	68.0	0.0	5.7	262.1	10.6	6.0
15	11	2005	21.7	27.1	18.2	71.0	12.8	8.5	188.3	11.6	5.5
16	11	2005	22.5	28.5	14.7	51.0	0.0	9.8	169.7	11.5	6.3
17	11	2005	23.5	29.1	17.8	49.0	0.0	7.0	194.4	12.1	6.8
18	11	2005	21.4	26.9	17.1	61.0	0.3	7.9	136.2	10.7	5.4
19	11	2005	22.6	30.7	15.2	54.0	0.0	10.2	226.8	10.4	6.5
20	11	2005	23.9	32.3	15.0	53.0	0.0	13.3	273.2	12.7	7.6
21	11	2005	24.6	30.3	19.5	53.0	0.0	7.5	155.8	5.2	5.3
22	11	2005	27.6	34.9	18.7	45.0	0.0	11.6	238.7	12.1	8.2
23	11	2005	22.3	25.9	19.2	69.0	3.5	7.5	313.9	1.5	4.5
24	11	2005	18.8	23.7	12.5	41.0	1.8	12.0	332.1	12.8	7.8
25	11	2005	21.8	29.6	12.1	49.0	0.0	7.8	314.4	12.1	7.7
26	11	2005	24.6	33.0	15.7	55.0	0.0	12.7	315.1	12.7	8.0
27	11	2005	26.9	34.8	18.8	44.0	0.0	16.7	309.9	11.4	8.8
28	11	2005	25.3	33.1	18.3	52.0	0.0	6.9	302.0	9.9	7.7
29	11	2005	21.3	23.9	17.8	80.0	0.0	5.4	279.0	2.5	3.7
30	11	2005	18.7	20.9	15.8	73.0	0.0	6.0	257.3	0.2	3.4
1	12	2005	15.5	20.7	11.3	57.0	0.0	9.5	244.4	12.9	5.8
2	12	2005	16.6	23.6	8.6	60.0	0.0	10.9	337.3	12.9	6.5
3	12	2005	19.2	27.0	14.4	60.0	0.0	4.3	184.3	2.0	4.1
4	12	2005	19.0	23.7	13.8	84.0	10.6	7.7	179.9	7.1	3.9
5	12	2005	20.6	25.0	15.5	53.0	0.3	10.7	280.1	12.2	7.1
6	12	2005	16.6	22.1	10.5	49.0	0.0	10.2	221.9	12.1	6.1
7	12	2005	17.8	25.5	8.1	49.0	0.0	7.1	270.7	11.8	6.7
8	12	2005	17.9	19.9	15.5	81.0	4.6	2.7	237.7	0.3	2.8
9	12	2005	20.2	27.0	12.3	65.0	3.0	11.6	334.2	9.8	6.3
10	12	2005	15.2	18.5	10.7	69.0	0.4	7.4	206.5	13.2	5.2
11	12	2005	15.7	23.8	7.1	60.0	0.0	11.6	217.7	13.2	5.7
12	12	2005	19.9	26.9	13.5	64.0	0.0	11.0	279.1	12.7	6.5
13	12	2005	21.5	29.1	15.4	68.0	0.0	10.7	296.9	10.8	6.3
14	12	2005	22.1	28.4	15.9	70.0	0.0	11.3	294.0	8.2	5.8
15	12	2005	22.6	28.7	17.5	68.0	0.0	9.8	201.6	9.3	5.7
16	12	2005	21.7	27.5	19.5	81.0	3.4	4.7	165.1	2.7	3.4
17	12	2005	19.3	22.7	15.6	74.0	2.0	7.1	253.4	12.5	5.8
18	12	2005	22.5	31.5	13.2	55.0	1.8	15.9	427.0	11.4	8.4
19	12	2005	17.7	21.5	12.7	59.0	0.0	9.8	184.8	12.9	5.8
20	12	2005	19.0	27.0	12.2	66.0	0.0	10.7	253.2	7.2	5.2
21	12	2005	26.4	33.8	17.1	47.0	0.0	16.8	278.5	11.9	8.5
22	12	2005	23.9	32.3	19.3	69.0	0.0	14.5	256.7	9.3	6.2
23	12	2005	19.4	25.3	13.5	79.0	17.8	8.1	171.4	7.3	4.3
24	12	2005	18.0	23.0	11.1	66.0	0.0	9.4	213.8	9.9	5.3
25	12	2005	19.5	29.8	11.8	46.0	0.0	9.4	213.8	13.0	6.9
26	12	2005	21.9	30.0	11.6	43.0	0.0	13.7	226.7	12.2	7.4
27	12	2005	24.5	33.0	15.9	28.0	0.0	16.4	319.7	13.3	9.7
28	12	2005	24.3	31.9	18.2	59.0	0.0	11.6	153.4	8.6	5.9
29	12	2005	26.5	33.0	20.0	44.0	0.0	11.6	153.4	13.3	7.6
30	12	2005	23.9	29.3	19.2	43.0	0.0	11.3	181.1	10.0	6.9
31	12	2005	24.2	30.1	16.9	40.0	0.0	11.1	146.1	13.0	7.2
1	1	2006	24.6	30.4	17.1	57.0	0.0	13.8	186.7	11.4	6.8
2	1	2006	26.5	33.2	21.0	55.0	0.0	11.6	172.2	8.8	6.5
3	1	2006	21.9	24.4	17.0	79.0	0.0	9.9	188.5	9.7	5.1
4	1	2006	20.3	25.8	13.3	65.0	0.0	11.1	162.9	6.7	4.8
5	1	2006	23.9	30.0	16.7	34.0	0.0	12.9	241.6	6.0	7.3
6	1	2006	28.0	36.1	23.0	39.0	0.0	14.6	256.5	5.2	7.7
7	1	2006	26.5	37.0	22.6	68.0	5.3	5.4	379.0	10.4	7.6
8	1	2006	21.2	23.2	19.6	92.0	29.5	7.2	181.4	0.2	2.2
9	1	2006	28.5	36.1	20.8	60.0	26.0	13.8	374.9	10.2	8.6
10	1	2006	24.0	28.9	20.1	80.0	1.4	7.3	273.0	4.0	4.3
11	1	2006	20.7	24.8	17.8	83.0	2.1	2.3	304.1	0.2	3.0
12	1	2006	23.4	28.5	20.9	83.0	7.0	8.2	295.9	0.0	3.1
13	1	2006	19.6	20.8	17.5	78.0	6.0	3.2	204.1	0.0	2.9
14	1	2006	22.1	26.6	16.6	89.0	7.3	4.1	366.9	4.4	3.8
15	1	2006	21.6	24.3	19.5	92.0	34.5	0.6	159.1	0.4	2.2
16	1	2006	20.5	23.5	15.7	76.0	69.6	6.0	169.1	3.8	3.7
17	1	2006	17.9	22.3	12.9	65.0	0.2	8.6	153.9	12.8	5.4
18	1	2006	18.0	24.4	11.3	67.0	0.0	8.3	229.9	12.6	5.7
19	1	2006	21.9	28.7	15.5	71.0	0.0	9.0	218.3	12.6	6.1
20	1	2006	24.0	28.1	20.3	80.0	0.0	8.0	154.7	12.7	5.9
21	1	2006	21.2	23.0	18.9	88.0	0.0	4.3	214.3	0.5	2.5
22	1	2006	20.1	23.4	16.7	81.0	0.0	6.7	195.6	5.7	3.9
23	1	2006	22.5	29.0	16.7	75.0	0.0	9.7	189.1	10.2	6.3
24	1	2006	23.9	30.0	19.4	71.0	0.0	9.5	216.0	10.1	5.9
25	1	2006	22.3	27.0	19.5	80.0	10.1	6.1	215.2	11.2	5.4
26	1	2006	21.9	27.4	16.3	63.0	0.0	12.1	194.2	12.5	6.2
27	1	2006	24.0	30.7	17.1	55.0	0.0	11.1	184.9	12.7	6.8
28	1	2006	26.1	32.8	19.7	58.0	0.0	12.6	193.0	12.7	7.1
29	1	2006	27.6	34.0	21.1	61.0	0.0	9.1	244.4	8.3	6.7
30	1	2006	20.4	23.2	15.1	77.0	1.0	7.3	248.5	7.0	4.5
31	1	2006	18.9	24.7	12.0	65.0	1.3	5.8	143.6	6.9	4.3
1	2	2006	20.4	24.3	18.0	79.0	0.0	2.9	199.7	0.4	2.9
2	2	2006	23.5	31.9	17.8	78.0	0.5	7.1	157.6	10.2	5.2
3	2	2006	23.5	28.6	19.9	87.0	0.0	4.1	153.2	3.6	3.2
4	2	2006	22.7	25.7	21.0	87.0	6.4	4.5	226.8	2.4	3.1
5	2	2006	24.0	30.7	17.4	79.0	4.0	11.6	270.0	12.3	6.1
6	2	2006	21.9	26.7	16.3	55.0	0.0	10.6	213.3	12.6	6.5
7	2	2006	18.7	22.3	15.1	78.0	0.0	8.1	158.4	10.8	4.5
8	2	2006	18.2	23.0	12.9	70.0	0.0	8.4	447.2	11.5	6.1
9	2	2006	18.6	24.3	12.4	71.0	0.0	7.9	151.4	12.6	4.9
10	2	2006	19.6	23.6	14.0	73.0	0.0	8.2	165.0	12.3	5.0
11	2	2006	19.9	24.2	14.8	75.0	0.0	8.3	152.6	12.3	4.9
12	2	2006	20.2	25.9	14.4	75.0	0.0	8.1	141.3	12.7	5.0
13	2	2006	23.0	29.5	15.7	63.0	0.0	9.3	121.3	11.9	5.5
14	2	2006	25.3	31.0	19.3	59.0	0.0	10.2	174.2	12.1	6.3
15	2	2006	25.9	32.3	19.3	59.0	0.0	11.5	209.3	12.3	6.7
16	2	2006	25.5	33.3	20.3	66.0	0.0	7.0	301.1	8.5	6.2
17	2	2006	24.0	29.3	19.3	75.0	0.9	8.3	233.6	12.1	5.8
18	2	2006	23.1	29.8	17.8	87.0	0.0	8.6	227.5	12.1	5.0
